text,sentiment,stance,fold,vader_sentiment,SVM_sentiment,BERT_sentiment,SVM_stance,BERT_stance,lexicoder_sentiment,vader_scores
" RT @JeffSharlet Good fucking God. ""Tiger Mom"" author law prof Amy Chua was allegedly grooming female law students for Brett Kavanaugh. I'm a professor. If I told a student to send me pictures of herself in different outfits, I'd be fired, and rightly so. Whatcha gonna do, @Yale? https://t.co/VoIjK2feFp",0,0,4,1,0,0,0,0,,0.1761
" RT @dbongino If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC.  #Kavanaugh",0,1,1,0,0,0,1,1,0,-0.7269
" RT @cristinalaila1 What is happening to Brett Kavanaugh should frighten every man.  At any moment, a Feminazi can ruin ur life with uncorroborated claims of sexual assault. No proof whatsoever--if she says it happened, you stand to lose everything you have worked for.  We are in dangerous times.",0,1,2,0,0,0,1,1,0,-0.9517
 RT @HoarseWisperer We’re maybe a week away from learning that the GOP knew about Kavanaugh’s past all along and engineered a cover-up long before he first accepted the nomination.,0,0,4,0,0,0,0,0,1,-0.0258
" RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",0,1,3,0,0,0,1,1,0,-0.7964
 RT @DineshDSouza What about the octogenarian turkey on the Supreme Court who can’t stay awake at public events? https://t.co/1VVGU0Z69y,0,1,1,1,0,0,1,1,,0.5574
" RT @dbongino If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC.  #Kavanaugh",0,1,2,0,0,0,1,1,0,-0.7269
 RT @MaxBoot Whoa. The Marriage and Sex teacher who taught Kavanaugh and Gorsuch at Georgetown Prep “later spent two decades as a radio talk-show host in San Francisco and served six years in federal prison for distributing child pornography. “ https://t.co/neS1UME7Nx,0,0,5,0,0,0,0,0,0,-0.5106
 RT @LouDobbs Appalling Weak GOP Senate Leaders Fail Kavanaugh and the Nation as Third Named Witness Rejects Accuser’s Allegations https://t.co/c04Ly2PMsI #MAGA #AmericaFirst #Dobbs,0,1,1,0,0,0,1,1,0,-0.9022
 RT @IngrahamAngle Emotional &amp; political extortion underway courtesy of left-wing activists rep’ing the Kavanaugh accuser.  Time’s up.,0,1,1,1,0,0,1,1,,0.4767
" RT @kylegriffin1 Garrett Ventry, the Judiciary Committee adviser who just resigned over sexual harassment allegations, has left the PR he was working for, too. The PR firm was CRC Public Relations, the firm that apparently helped Ed Whelan push his bogus conspiracy theory. https://t.co/Kuaiau9clP",0,0,1,0,0,0,0,0,0,-0.836
" RT @JeffSharlet Good fucking God. ""Tiger Mom"" author law prof Amy Chua was allegedly grooming female law students for Brett Kavanaugh. I'm a professor. If I told a student to send me pictures of herself in different outfits, I'd be fired, and rightly so. Whatcha gonna do, @Yale? https://t.co/VoIjK2feFp",0,0,3,1,0,0,0,0,,0.1761
" RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",0,1,5,0,0,0,1,1,0,-0.7964
 RT @HoarseWisperer We’re maybe a week away from learning that the GOP knew about Kavanaugh’s past all along and engineered a cover-up long before he first accepted the nomination.,0,0,5,0,0,0,0,0,1,-0.0258
 RT @NBCPolitics JUST IN: A top adviser helping lead the Senate Judiciary Committee's response to a sexual assault allegation against Judge Kavanaugh has resigned amid evidence he was fired from a previous job in part because of a sexual harassment allegation against him. https://t.co/RvAdEgqUPq,0,0,3,0,0,0,0,0,0,-0.872
 RT @mitchellvii THE AMUSING THING:  Kavanaugh will still be confirmed.  Democrats just lessened any chance of taking the House in November by acting like partisan clowns.  They have just awoken our sleepy base.  And now we're pissed.,0,1,1,1,0,0,1,1,1,0.3885
" RT @guypbenson Hearing that the other woman at the alleged party (the one missing witness, as identified by the accuser) has come forward &amp; says she doesn’t know Kavanaugh &amp; has no recollection of attending any party that he did.   Four alleged witnesses. All four do not corroborate her story.",0,1,1,1,0,0,1,1,0,0.25
" RT @Thepragmatist63 From what I've read, Judge Kavanaugh's overwhelming number of decisions favoring management over labor is sufficient reason to deny him a seat on the Supreme Court. (Another Trump, so-called ""friend of the employed"" appointment, Suckers!)",0,0,5,1,0,0,0,0,,0.6696
" RT @Helenhs I swear, this story gets crazier by the second.  Now the GOP spokesman for the Kavanaugh nomination has resigned in disgrace after sexual assault allegations come to light.  GOP — party of sexual predators.   ⁦@GOP⁩  https://t.co/Zi4EuWRibO",0,0,4,0,0,0,0,0,0,-0.765
 RT @mflynnJR The Republicans can certainly kiss the midterms goodbye if they blow this Kavanaugh confirmation.,0,1,4,1,0,0,1,1,,0.6369
 RT @NBCPolitics JUST IN: A top adviser helping lead the Senate Judiciary Committee's response to a sexual assault allegation against Judge Kavanaugh has resigned amid evidence he was fired from a previous job in part because of a sexual harassment allegation against him. https://t.co/RvAdEgqUPq,0,0,5,0,0,0,0,0,0,-0.872
" RT @bennyjohnson 🚨 HUGE 🚨   Leland Keyser is Dr. Ford’s lifelong friend. She was a key “witness” at party where Ford was allegedly assaulted by Kavanaugh. She just broke her silence, saying:  ❌ Never once met Kavanaugh  ❌ Party never happened  ❌ Allegations were a shock ❌ No support of Ford",0,1,3,1,0,0,1,1,0,0.1469
" RT @djrothkopf Kavanaugh, Judge, the GOP leaders in the Senate and above all Donald Trump embody this subset of the ugliest Americans to such a degree you can hardly believe they are real.  Cartoonishly smug and convinced that morality is for poor people...",0,1,4,0,0,0,1,1,0,-0.5267
 RT @IngrahamAngle Emotional &amp; political extortion underway courtesy of left-wing activists rep’ing the Kavanaugh accuser.  Time’s up.,0,1,3,1,0,0,1,1,,0.4767
" RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",0,1,1,0,0,0,1,1,0,-0.7964
 RT @frankrichny To me the image of Kavanaugh pressing his hand on her mouth to stop her from screaming could stand for the GOP treatment of Ford all week.,0,0,5,0,0,0,0,0,0,-0.1531
" RT @JWGOP Given how close @EdWhelanEPPC is to Kavanaugh and the Federalist Society leadership, and also to the incompetent gang at the WH, it is impossible to believe Senate &amp; WH staff, Kavanaugh and his team, were not involved in Whelan's crazy and slanderous trip down conspiracy lane.",0,0,3,0,0,0,0,0,0,-0.836
" RT @TalbertSwan During my grandmother’s generation, evangelicals preached against adulterers, fornicators, pedophiles and sexual predators.  Today, they justify voting for them to be president, senators and Supreme Court justices.  My, how times of changed.",0,0,1,1,0,0,0,0,,0.5574
" RT @kylegriffin1 Garrett Ventry, the Judiciary Committee adviser who just resigned over sexual harassment allegations, has left the PR he was working for, too. The PR firm was CRC Public Relations, the firm that apparently helped Ed Whelan push his bogus conspiracy theory. https://t.co/Kuaiau9clP",0,0,5,0,0,0,0,0,0,-0.836
 RT @LATiffani1 “Brett Kavanaugh is a casualty of an anything-goes political resistance.”  Democrats have sunken to the lowest place.  https://t.co/DUxH1odnuv,0,1,1,0,0,0,1,1,0,-0.7184
" RT @charliekirk11 This is so much bigger than Kavanaugh This is the most visible &amp; consequential test of how the sinister left will do absolutely anything to maintain power and attack conservatives  Lie, cheat, delay. Whatever it takes.  We absolutely cannot allow them to win.   Confirm Kavanaugh",0,1,2,0,0,0,1,1,0,-0.8571
" RT @RBReich A woman has accused a Supreme Court nominee of pinning her to a bed, groping her and covering her mouth when she screamed. She has provided therapist notes from years ago, taken a polygraph, and is willing to undergo an FBI investigation. McConnell wants to ""plow right through.""",0,0,5,1,0,0,0,0,0,0.0258
" RT @WhitfordBradley For a guy who’s a judge, Brett Kavanaugh seems to really hate the idea of going through a fair, methodical process where information is gathered and opposing points of view are expressed so that we can find out the truth.",0,0,4,1,0,0,0,0,,0.0534
" RT @JohnJHarwood tick-tock:  9/16 - Whelan starts research after WP names Ford to WH pre-publication  9/17 - Kavanaugh suggests mistaken identity to Hatch, WSJ editorializes  9/18 - Whelan predicts Kavanaugh vindication  9/19 - Hatch flack: “keep eye on Ed’s tweets”  9/20 - Whelan names classmate",0,0,5,1,0,0,0,0,0,0.0601
" RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",0,1,5,0,0,0,1,1,0,-0.7964
" RT @kylegriffin1 Heidi Heitkamp on Kevin Cramer's Kavanaugh remarks: ""His comments were disturbing and representative of a bigger issue Congressman Cramer has with respecting women ... he owes North Dakotans answers on his deeply troubling views regarding sexual assault.""",0,0,2,0,0,0,0,0,0,-0.8268
 RT @mitchellvii THE AMUSING THING:  Kavanaugh will still be confirmed.  Democrats just lessened any chance of taking the House in November by acting like partisan clowns.  They have just awoken our sleepy base.  And now we're pissed.,0,1,2,1,0,0,1,1,1,0.3885
" RT @funder Dear Judge Kavanaugh-  We request that you withdraw your nomination. Whether it's the stolen emails, hidden documents, your perjury, your lies, your work in the Bush WH and now the assault allegations... America deserves better. Withdraw.  Signed,  Everyone Who Retweets This 🇺🇸",0,0,1,0,0,0,0,0,0,-0.802
 RT @PattyArquette I am going to remind you @SenatorCollins and all @GOP of what I said weeks ago. You are hanging your hat on Kavanaugh and you YOURSELVES haven’t read his records because they aren’t available. Is this the man you want to stake your political careers on?,0,0,4,1,0,0,0,0,,0.0772
" RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",0,1,5,0,0,0,1,1,0,-0.7964
 RT @ianshapira Four WashPost colleagues and I spent the last several days talking to friends of Christine Blasey Ford and her husband Russell Ford. They initially wanted to flee the country once they thought Kavanaugh might get named to the Supreme Court. Our new story: https://t.co/ALnjosN11v,0,0,3,1,0,1,0,0,1,0.7717
" RT @kylegriffin1 Garrett Ventry, the Judiciary Committee adviser who just resigned over sexual harassment allegations, has left the PR he was working for, too. The PR firm was CRC Public Relations, the firm that apparently helped Ed Whelan push his bogus conspiracy theory. https://t.co/Kuaiau9clP",0,0,5,0,0,0,0,0,0,-0.836
 RT @EdKrassen Only 31% of Americans believe that Brett Kavanaugh should be confirmed to the SCOTUS.  Next week we find out if the U.S. Senate really represents their constituents or if they actually represent Donald Trump.  WE THE PEOPLE DEMAND REPRESENTATION!,0,0,5,0,0,0,0,0,1,-0.3664
" RT @JWGOP Given how close @EdWhelanEPPC is to Kavanaugh and the Federalist Society leadership, and also to the incompetent gang at the WH, it is impossible to believe Senate &amp; WH staff, Kavanaugh and his team, were not involved in Whelan's crazy and slanderous trip down conspiracy lane.",0,0,4,0,0,0,0,0,0,-0.836
" RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",0,1,3,0,0,0,1,1,0,-0.7964
 RT @mflynnJR The Republicans can certainly kiss the midterms goodbye if they blow this Kavanaugh confirmation.,0,1,4,1,0,0,1,1,,0.6369
" RT @kylegriffin1 Dr. Ford considered leaving the country when she first thought Kavanaugh would be nominated to SCOTUS.  ""She was like, 'I can't deal with this. If he becomes the nominee, then I'm moving to another country,"" her husband said. ""She wanted out."" https://t.co/LYCQlLcM76",0,0,3,1,0,0,0,0,1,0.3612
" RT @RBReich A woman has accused a Supreme Court nominee of pinning her to a bed, groping her and covering her mouth when she screamed. She has provided therapist notes from years ago, taken a polygraph, and is willing to undergo an FBI investigation. McConnell wants to ""plow right through.""",0,0,2,1,0,0,0,0,0,0.0258
" RT @WhitfordBradley For a guy who’s a judge, Brett Kavanaugh seems to really hate the idea of going through a fair, methodical process where information is gathered and opposing points of view are expressed so that we can find out the truth.",0,0,3,1,0,0,0,0,,0.0534
 RT @RevDrBarber Senator Susan Collins says she is appalled by Trump castigating Dr. Ford for her claim against Kavanaugh. Here’s the problem: too many are appalled by Trump’s tweets but accept &amp; support his policies.,0,0,5,1,0,0,0,0,0,0.4767
" RT @steph93065 Dr. Fraud's story is that that there were 4 people at the party where Kavanaugh allegedly assaulted her.  1) Brett Kavanaugh 2) Mark Judge 3) Patrick J. Smyth 4) Leland Ingham Keyser  ALL 4 have now denied there was any such party.   Meanwhile, Dr. Fraud is $400k richer.",0,1,2,0,0,0,1,1,0,-0.3182
 RT @RevDrBarber Senator Susan Collins says she is appalled by Trump castigating Dr. Ford for her claim against Kavanaugh. Here’s the problem: too many are appalled by Trump’s tweets but accept &amp; support his policies.,0,0,1,1,0,0,0,0,0,0.4767
" RT @RogueSNRadvisor Putting aside everything else for a moment, Kavanaugh's murky financials are major, major red flags. Dark money. Unexplained debt payments. There is very clearly a concerted, monied effort running in the background.   https://t.co/evicRbvMLp",0,0,5,1,0,0,0,0,0,0.1263
" RT @RealCandaceO #whyididntreportit  Because it never happened, and I’m literally making it up so that I can help @TheDemocrats delay Brett Kavanaugh’s hearing.   Thank you all for allowing me this safe space to share my non-story, 34 years later.",0,1,1,1,0,0,1,1,1,0.8164
" RT @marklutchman Boom! Ben Carson just broke his silence on Kavanaugh accusations,  Says exactly what Democrats don’t want to hear.  Who else thinks Dr. Ford is full of crap? 🙋🏽‍♂️  https://t.co/sW95m09Xyd",0,1,1,0,0,0,1,1,0,-0.5411
 RT @fawfulfan It is just too on the nose that the Senate Judiciary Committee adviser acting as spokesman for the Kavanaugh nomination is resigning amid a sexual harassment scandal.,0,0,2,0,0,0,0,0,0,-0.8074
 RT @GeorgeTakei This pathetic president is now attacking Dr. Ford personally. And McConnell said Kavanaugh will get confirmed no matter what.   The only language these toads understand is power. So let’s use the power of our votes to strip them of their power in November. It is the only way.,0,0,5,0,0,0,0,0,,-0.8151
" RT @atensnut Democrats can’t just “move on” and jump on the bandwagon of Sketchy allegations against Kavanaugh, without accepting the egregiousness of turning their backs on the victims of Bill Clinton.",0,1,3,0,0,0,1,1,0,-0.5696
" RT @RealCandaceO #whyididntreportit  Because it never happened, and I’m literally making it up so that I can help @TheDemocrats delay Brett Kavanaugh’s hearing.   Thank you all for allowing me this safe space to share my non-story, 34 years later.",0,1,5,1,0,0,1,1,1,0.8164
" RT @EWErickson Reporters will believe this guy, but not believe Kavanaugh. https://t.co/hEPmywPX9i",0,1,4,,0,0,1,1,,0
" RT @dbongino If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC.  #Kavanaugh",0,1,5,0,0,0,1,1,0,-0.7269
" RT @charliekirk11 This is so much bigger than Kavanaugh This is the most visible &amp; consequential test of how the sinister left will do absolutely anything to maintain power and attack conservatives  Lie, cheat, delay. Whatever it takes.  We absolutely cannot allow them to win.   Confirm Kavanaugh",0,1,1,0,0,0,1,1,0,-0.8571
 RT @mflynnJR The Republicans can certainly kiss the midterms goodbye if they blow this Kavanaugh confirmation.,0,1,1,1,0,0,1,1,,0.6369
" RT @SRuhle THIS IS WHY GREAT JOURNALISM MATTERS- The guy was accused (&amp; subsequently fired) sexual harasser, worked for @ChuckGrassley &amp;the pr firm that stoked whelan’s bogus theory Thanks to @HeidiPrzybyla’s steller reporting (NOT ample vetting by GOP) he was FIRED https://t.co/q2LFAinkr5",0,0,4,0,0,0,0,0,,-0.6081
" RT @TheTestyTarheel Well, looky here!  Debra Katz, attorney for Christine Blasey Ford, is a radical socialist who attends anti-Trump protests, much like her client.   “Ford &amp; her attorneys continue to delay the process in hopes of ending Kavanaugh’s confirmation process....” https://t.co/QipaHBGsgX",0,1,4,1,0,0,1,1,1,0.5411
" RT @USANEWS007 BREAKING: O dear lord.... Fourth person that Ford named as present at imaginary event denies even knowing kavanaugh, much less ever attending a party where he was present.",0,1,4,1,0,0,1,1,0,0.3612
 RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,0,0,2,0,0,0,0,0,0,-0.296
" RT @kylegriffin1 Garrett Ventry, the Judiciary Committee adviser who just resigned over sexual harassment allegations, has left the PR he was working for, too. The PR firm was CRC Public Relations, the firm that apparently helped Ed Whelan push his bogus conspiracy theory. https://t.co/Kuaiau9clP",0,0,2,0,0,0,0,0,0,-0.836
 RT @TaxReformExpert The Democrats do not have any solutions to the problems facing the American people.   They would rather sabotage Brett Kavanaugh and his family.   Remember this in November!,0,1,5,0,0,0,1,1,0,-0.7851
 RT @HoarseWisperer We’re maybe a week away from learning that the GOP knew about Kavanaugh’s past all along and engineered a cover-up long before he first accepted the nomination.,0,0,4,0,0,0,0,0,1,-0.0258
" RT @RogueSNRadvisor Putting aside everything else for a moment, Kavanaugh's murky financials are major, major red flags. Dark money. Unexplained debt payments. There is very clearly a concerted, monied effort running in the background.   https://t.co/evicRbvMLp",0,0,2,1,0,0,0,0,0,0.1263
 RT @maziehirono Chairman Grassley is now threatening to hold a vote on Brett Kavanaugh’s nomination on Monday unless Dr. Blasey Ford gives in to his demands. The 11 Republican men on the committee are treating this like a hostage situation. They just don’t get it.,0,0,4,0,0,0,0,0,0,-0.1343
" RT @mitchellvii I'm more concerned about how Judge Kavanaugh's wife and daughters feel than how Christine Ford feels.  She's feeling ""anxiety""?  I would too if I was about to perjure myself in front of the whole planet.",0,1,1,0,0,0,1,1,0,-0.0516
" RT @thebradfordfile No one can any longer be fooled. The Democratic game is delay, delay, delay, inspired by the hope that maybe the Democrats can collect two or three senators in the midterms, enabling them to destroy Brett Kavanaugh as a way to finally destroy Donald Trump. https://t.co/tQ356zZvhW",0,1,4,0,0,0,1,1,0,-0.891
 RT @DailyCaller Huffington Post Poll Shows Few Believe Kavanaugh’s Accuser Is Credible https://t.co/AIcSUbzJpn https://t.co/aQzXF6mW59,0,1,2,,0,0,1,1,0,0
" RT @dbongino If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC.  #Kavanaugh",0,1,1,0,0,0,1,1,0,-0.7269
 RT @mitchellvii THE AMUSING THING:  Kavanaugh will still be confirmed.  Democrats just lessened any chance of taking the House in November by acting like partisan clowns.  They have just awoken our sleepy base.  And now we're pissed.,0,1,3,1,0,0,1,1,1,0.3885
 RT @mitchellvii NO ONE BELIEVES HER - HOLD THE DAMNED VOTE! Only 25 Percent of Women Think Kavanaugh Accusations Are Credible https://t.co/ST0Y2aiUmQ,0,1,3,0,0,0,1,1,0,-0.8342
 RT @watspn1013 Excellent synopsis &amp; timeline of Christine Ford &amp; Demonrats attempt to DERAIL Brett Kavanaugh’s confirmation to the SUpreme Court.  Democrats demanded the accuser be heard. REPUBLICANS AGREED &amp; the goalposts moved &amp; moved &amp; moved-always AWAY from a vote!   https://t.co/OF5PKy69wB,0,1,3,1,0,0,1,1,1,0.7644
" RT @SenWhitehouse Like former McCain adviser @SteveSchmidtSES, I have a hard time believing Ed Whelan when he says he didn’t coordinate his crackpot “doppelganger” theory with #Kavanaugh, the @WhiteHouse, and @SenateGOP. https://t.co/SXcsbhOsbI",0,0,2,1,0,0,0,0,1,0.2732
 RT @paulsperry_ BREAKING: Radical anti-Kavanaugh activists from several national leftwing groups planning to bus in protestors and hold protest-training program in DC on Sunday &amp; then stage massive protests and disruptions next week on Capitol Hill to intimidate senators ... details to come ...,0,1,5,0,0,0,1,1,0,-0.6249
 RT @CattHarmony It is disgusting that Democrats deflect away from the evidence of Ellison's domestic violence while accusing Kavanaugh without credible proof. #WalkAwayFromDemocrats #VoteDemsOut #VoteRed2018 https://t.co/KjaOCEf8tI,0,1,4,0,0,0,1,1,0,-0.8481
" RT @GeorgiasLori It’s a complete embarrassment that the Republicans won’t stand up to the @TheDemocrats when you KNOW this is nothing more than another desperate attempt to obstruct Kavanaugh Confirmation, you should be ashamed...Be like @POTUS, GROW A PAIR &amp; CALL BS! @ChuckGrassley",0,1,1,0,0,0,1,1,0,-0.5033
 RT @Thomas1774Paine Dershowitz: ‘Disturbing’ to Say Kavanaugh Accuser Should Be Believed Without Due Process https://t.co/7ZzvLuVnjH,0,1,5,,0,0,1,1,0,0
" RT @BettyBowers Conservative Christian hate group leader, Tony Perkins, dismissed Dr. Ford’s firsthand account of Kavanaugh as ""suspect"" for being about something that happened 30+ years ago.  Funny, every Gospel is an anonymous account of what happened 30+ years before they were written. #VVS18 https://t.co/AfABrgAphS",0,0,2,0,0,0,0,0,0,-0.4588
 RT @HoarseWisperer We’re maybe a week away from learning that the GOP knew about Kavanaugh’s past all along and engineered a cover-up long before he first accepted the nomination.,0,0,1,0,0,0,0,0,1,-0.0258
" RT @RealCandaceO #whyididntreportit  Because it never happened, and I’m literally making it up so that I can help @TheDemocrats delay Brett Kavanaugh’s hearing.   Thank you all for allowing me this safe space to share my non-story, 34 years later.",0,1,4,1,0,0,1,1,1,0.8164
" RT @guypbenson Hearing that the other woman at the alleged party (the one missing witness, as identified by the accuser) has come forward &amp; says she doesn’t know Kavanaugh &amp; has no recollection of attending any party that he did.   Four alleged witnesses. All four do not corroborate her story.",0,1,3,1,0,0,1,1,0,0.25
 RT @mschlapp Im told that Jeff Flake is the only Republican causing problems for Kavanaugh. He's gone from conservative champion to roadblock.,0,1,1,1,0,0,1,1,,0.296
 @costareports @snw106 Oh he understands alright. I’m amazed Kavanaugh hasn’t just stepped down bc this is going to get UGLIER FOR HIM &amp; his wife  &amp; kids. How do you look at him and NOT WONDER? How do you trust him when he’s lied so much?  YOU DON’T!🤬,0,0,2,1,0,0,0,1,1,0.3857
" RT @Thomas1774Paine KELLYANNE ASKS REPORTERS WHY THEY’RE NOT COVERING DEATH THREATS AGAINST KAVANAUGH’S WIFE, DAUGHTERS https://t.co/TOGpwEBK2B",0,1,2,1,0,0,1,1,0,0.7624
 RT @realBethNeale @realDonaldTrump  HEY! @ChuckGrassley &amp; @senjudiciary Repubs @JeffFlake @BobCorker @lisamurkowski @SenatorCollins ; You REALLY CAN'T let yourselves be COMPLICIT in the PLOY by the OBSTRUCTING&amp;CONNIVING DEMS! WeThePeople WANT KAVANAUGH CONFIRMED BY WED 9/26/18-GET IT DONE!!!,0,1,5,1,0,0,1,0,,0.4941
 RT @Purple_POV Chairman Grassley’s staff also contacted three alleged witnesses named by Dr. Ford and obtained two statements under penalty of perjury. These witnesses directly contradict Professor Ford’s allegations against Judge Kavanaugh. https://t.co/PgxrAh5ZkL,0,1,1,0,0,0,1,1,0,-0.802
" RT @maureendowd Twenty-seven years later, will we once more have to watch a woman be mauled by the Republicans on the senate judiciary committee? https://t.co/R3YnvnZKkg",0,0,2,,0,0,0,0,,0
" RT @BizzyAeros Does not matter.  Judge Kavanaugh will be confirmed Monday.  Done deal.  Senator Grassley is giving her every opportunity to screw herself, along with the rest of her Liberal Friends. https://t.co/v70woK3WN5",0,1,1,1,1,0,1,1,1,0.7799
 RT @true_pundit KAVANAUGH ACCUSER’S LAWYER CAUGHT ON CAMERA: ‘WE ARE GOING TO RESIST’ (VIDEO) https://t.co/cGaqOy0vXH,0,1,2,,0,0,1,1,0,0
" RT @John_KissMyBot 35 Years Later Christine Ford Comes Out From No Where And Tries To Shut Down The #KavanaughHearings  I Find It Suspicious  Harvard Law Professor, Alan Dershowitz Finds Her Demands For Judge Kavanaugh To Testify Before She Does As OUTRAGEOUS  #MAGA #KAG  https://t.co/q9n4Cl4kWq https://t.co/B6cBaohLJi",0,1,1,0,0,0,1,1,0,-0.8143
 Woman says she was assaulted at home of man testifying for Kavanaugh’s character https://t.co/fDntuFZyOy,0,0,3,0,1,0,0,0,0,-0.5267
" RT @TalbertSwan During my grandmother’s generation, evangelicals preached against adulterers, fornicators, pedophiles and sexual predators.  Today, they justify voting for them to be president, senators and Supreme Court justices.  My, how times of changed.",0,0,3,1,0,0,0,0,,0.5574
 RT @harpersbazaarus “It’s no secret that this President is the enemy of women. And it is women who will bear the brunt of his Supreme Court nomination.” —@Alyssa_Milano https://t.co/bBo6MNIpGK,0,0,2,0,0,0,0,0,0,-0.2732
" RT @RyanAFournier Every time for the next 40 years when Brett Kavanaugh makes a ruling on the Supreme Court, think about how the Democrats tried to screw up his life with lies and deceit.",0,1,2,0,0,0,1,1,0,-0.3818
" RT @GeorgiasLori Real Victims are the People that deserve Justice, if you’ve ever been in a situation where you’ve been violated, you remember EVERYTHING!   Coming Out"" - Victim of Child Sexual Assault and Rape Wants Kavanaugh Accuser Held Accountable   https://t.co/iF8MjfmoKk via @gatewaypundit",0,1,3,0,0,0,1,1,0,-0.9215
 RT @DonaldJTrumpJr Obviously not political: Kavanaugh Accuser’s Lawyer Caught On Camera: ‘We Are Going To Resist’ https://t.co/w8tDtcSbKZ,0,1,4,,0,0,1,1,0,0
" RT @cs00582scs 🚨WISCONSIN PATRIOTS... SMELL THE DECEIT  Tammy Baldwin, cashing in on Dem &amp; MSM circus surrounding Judge Kavanaugh, Planned a fundraiser using attorneys for Christine Ford  Press found out..event cx’d.  Baldwin more than willing to fundraise off even the most egregious situation https://t.co/1qcW0A44ML",0,1,5,0,0,0,1,1,,-0.5766
" RT @GlennonDoyle This is how confused America is: someone just asked me: “well what age SHOULD people be held accountable for sexual assault, then?” ALL THE AGES. FOR EFFS SAKE. RAPE, ATTEMPTED RAPE, ASSAULT ARE ILLEGAL AT ALL AGES. Just cover your bases and tell your boys: NEVER RAPE. #Kavanaugh",0,0,1,0,0,0,0,0,0,-0.9737
" @elizacollins1 Gee, I wonder if all of these women are trumpaloons? Like male trumpaloons, they are fine with Kavanaugh's lies under oath, mysterious purchases of ""baseball tickets"" for $200k, hostility to women, belief that POTUS is above the law &amp; now, credible allegations of attempted rape.",0,0,5,0,0,0,0,1,0,-0.8271
" RT @AnnInquirer Caught The #DeepState, Mueller’s team, has met w/ a number of reporters in private meetings and over the phone  Their #coup involves control of three institutions: Education, Media &amp; Courts. They have two and are fighting dirty for the courts, ie Kavanaugh https://t.co/RqpH0o67cX",0,1,3,0,0,0,1,1,0,-0.6249
 RT @SurfPHX 📍Warrior Woman @atensnut Blasts Hillary Saying She Was “asking for things she denied the victims of her husband.”  📍Juanita Broaddrick Blasts Hillary Calling for ‘Due Process’ on Kavanaugh Accuser.  ❤️#WeLoveYouJuanita 💜#WarriorWoman   https://t.co/ZfvLXvkOVw,0,1,1,0,0,0,1,1,0,-0.6369
" RT @JWGOP Given how close @EdWhelanEPPC is to Kavanaugh and the Federalist Society leadership, and also to the incompetent gang at the WH, it is impossible to believe Senate &amp; WH staff, Kavanaugh and his team, were not involved in Whelan's crazy and slanderous trip down conspiracy lane.",0,0,2,0,0,0,0,0,0,-0.836
" RT @RuthieRedSox “The charge leveled against him is inconsistent with every single thing we know about him.”  Yes, because it isn’t about Kavanaugh - it’s ALL about abortion. https://t.co/2Jgq0SANzh",0,1,2,1,0,0,1,1,0,0.4019
 @MSNBC STOP w/Kavanaugh ads of support!,0,0,5,0,0,1,0,1,1,-0.1343
" RT @Lawrence Sen McConnell just said he has the votes to confirm Kavanaugh.  McConnell doesn't lie about that.  That means the ""undecided"" Republican senators are lying.  That means they will not give Dr Ford a fair hearing.",0,0,1,0,0,0,0,0,1,-0.4588
 RT @McCormackJohn Senior White House official responds to letter from Ford’s lawyer: “This is not a yes. It's another delay after Judge Kavanaugh has agreed to testify for a week now.”   Ford’s lawyer requested negotiation of “details” of hearing next week. https://t.co/SFIC3FTdIm,0,1,2,0,0,1,1,1,,-0.3523
